Sequence id	Molecular Weight(Da)	Residues
AT3G44500.1	92288	805
AT3G16740.1	45548	391
AT3G16700.1	24417	224
AT3G16700.2	18549	170
AT3G16720.1	34052	304
AT3G16730.1	75865	683
AT3G16540.1	63139	555
AT3G16530.1	30510	276
AT3G16520.1	50001	451
AT3G16520.3	51206	462
AT3G16520.2	49539	446
AT3G49730.1	134315	1184
AT3G49720.1	28532	261
AT3G49720.2	28532	261
AT3G49710.1	81341	721
AT3G16390.1	51233	467
AT3G16380.1	60354	537
AT3G49740.1	82014	737
AT3G16360.1	14670	127
AT3G16370.1	38200	353
AT3G16350.1	41191	387
AT3G49750.1	29994	274
AT3G16420.1	32158	298
AT3G16420.2	32158	298
AT3G16420.3	32158	298
AT3G16410.1	67605	619
AT3G49790.1	40340	366
AT3G16400.1	51670	470
AT3G16400.2	51670	470
AT3G49760.1	18360	156
AT3G49770.1	22162	190
AT3G49780.1	8897	79
AT3G16430.1	32234	296
AT3G16430.2	32234	296
AT3G49700.1	53170	470
AT3G49680.1	44973	413
AT3G16330.1	22856	205
AT3G22050.1	29635	258
AT3G16320.1	82280	728
AT3G22060.1	27864	252
AT3G16310.1	35430	329
AT3G22040.1	29278	257
AT3G49690.1	35579	310
AT3G22070.1	18141	178
AT3G22080.1	68155	595
AT3G49670.1	109246	1002
AT3G49660.1	34820	317
AT3G49650.1	91053	813
AT3G49640.1	60852	545
AT3G22104.1	57386	506
AT3G16340.1	160300	1416
AT3G22090.1	14669	132
AT3G22100.1	28341	252
AT3G44220.1	23254	206
AT3G44230.1	22652	204
AT3G44310.1	38152	346
AT3G44310.2	24945	224
AT3G44310.3	38152	346
AT3G44300.1	37153	339
AT3G49910.1	16945	146
AT3G44290.1	38063	335
AT3G49900.1	57948	517
AT3G49920.1	24631	226
AT3G44280.1	12586	108
AT3G44320.1	38023	346
AT3G49930.1	23307	215
AT3G16510.1	39286	360
AT3G16500.1	30124	269
AT3G49970.1	59869	526
AT3G16490.1	43661	389
AT3G49960.1	35756	329
AT3G49940.1	26723	247
AT3G49950.1	46356	410
AT3G16480.1	54054	499
AT3G16470.1	48497	451
AT3G16470.2	48497	451
AT3G49830.1	52702	473
AT3G49820.1	17831	161
AT3G44240.1	27214	239
AT3G49810.1	48995	448
AT3G44250.1	56780	499
AT3G49800.1	47512	428
AT3G44235.1	22373	199
AT3G49840.1	67068	606
AT3G44260.1	32233	280
AT3G49850.1	32247	295
AT3G49890.1	24471	220
AT3G16450.1	32023	300
AT3G16450.2	32023	300
AT3G16450.3	32023	300
AT3G16460.1	72474	705
AT3G16460.2	72474	705
AT3G44630.3	141983	1240
AT3G44630.2	138979	1214
AT3G44630.1	138979	1214
AT3G16440.1	32344	300
AT3G49870.1	20404	184
AT3G49880.1	53251	466
AT3G49860.1	19489	176
AT3G49630.1	41821	369
AT3G10720.1	29518	263
AT3G10720.2	67957	619
AT3G44940.1	28325	250
AT3G10710.1	62104	561
AT3G32940.1	66480	607
AT3G44935.1	13084	110
AT3G44950.1	6379	72
AT3G32930.1	27433	249
AT3G10700.1	45729	424
AT3G44930.1	88145	783
AT3G10730.1	49941	455
AT3G10740.1	75045	678
AT3G32960.1	24829	214
AT3G10780.1	24277	217
AT3G10770.1	37534	333
AT3G10770.2	36570	325
AT3G10760.1	36114	335
AT3G44960.1	23926	207
AT3G44970.1	54947	479
AT3G10750.1	33808	299
AT3G32920.1	24601	229
AT3G10670.1	36932	338
AT3G44880.1	60756	537
AT3G10660.1	72255	646
AT3G44870.1	42180	379
AT3G10650.1	135933	1309
AT3G10680.1	54197	490
AT3G10640.1	26171	235
AT3G10640.2	18823	170
AT3G44860.1	38515	348
AT3G44920.1	76040	671
AT3G10690.1	104539	950
AT3G32900.1	75009	654
AT3G44910.1	78468	705
AT3G44900.1	92009	817
AT3G44890.1	22134	197
AT3G32910.1	43522	377
AT3G44850.1	60747	534
AT3G05170.1	36880	316
AT3G10850.1	28792	258
AT3G10860.1	8505	72
AT3G10845.1	48129	423
AT3G05180.1	42344	379
AT3G05190.1	62213	555
AT3G05220.1	58883	577
AT3G05220.2	48544	478
AT3G10870.1	30868	276
AT3G05210.1	45749	410
AT3G05200.1	43275	398
AT3G05090.1	82197	753
AT3G05090.2	82197	753
AT3G10840.1	50886	466
AT3G05165.1	51294	467
AT3G05165.2	51294	467
AT3G05165.3	51294	467
AT3G05130.1	73269	634
AT3G05120.1	38618	345
AT3G05110.1	43077	372
AT3G10790.1	37044	319
AT3G05100.1	37719	336
AT3G10830.1	16873	147
AT3G32980.1	38847	352
AT3G10800.1	73433	675
AT3G10820.1	46817	416
AT3G05160.1	50300	458
AT3G05160.2	44987	409
AT3G10815.1	23167	199
AT3G05155.1	35714	327
AT3G10810.1	54635	496
AT3G05140.1	51419	460
AT3G05150.1	51025	470
AT3G10630.1	55596	487
AT3G32904.1	38571	330
AT3G44840.1	38931	348
AT3G44716.1	16213	145
AT3G10480.1	50356	447
AT3G10480.2	50228	446
AT3G32410.1	25536	232
AT3G10470.1	42994	398
AT3G10490.1	26949	238
AT3G10490.2	51292	451
AT3G32400.1	54147	488
AT3G44713.1	74028	626
AT3G44710.1	57737	504
AT3G44720.1	45925	424
AT3G44730.1	121151	1087
AT3G10540.1	54441	486
AT3G10530.1	60262	536
AT3G10525.1	14614	128
AT3G10520.1	17872	158
AT3G10500.1	62356	549
AT3G10510.1	42324	371
AT3G44735.1	9292	81
AT3G10460.1	15825	132
AT3G10420.2	75062	684
AT3G10420.1	60024	547
AT3G44680.1	48688	426
AT3G10410.1	57302	516
AT3G44670.1	139092	1219
AT3G44670.2	139092	1219
AT3G10405.1	23499	212
AT3G10430.1	43127	370
AT3G10400.1	29368	261
AT3G44660.1	16384	142
AT3G10440.1	62045	556
AT3G44700.1	42724	368
AT3G32394.1	20738	189
AT3G44690.1	137933	1176
AT3G10450.1	49566	437
AT3G10450.2	45030	394
AT3G44740.1	31411	276
AT3G44800.1	63855	564
AT3G32902.1	13604	120
AT3G32896.1	17846	160
AT3G32903.1	14064	125
AT3G10595.1	21049	183
AT3G10600.1	63703	584
AT3G10590.1	23933	206
AT3G44805.1	28256	248
AT3G44810.1	51013	448
AT3G10620.1	24617	216
AT3G44830.1	73653	665
AT3G10610.1	16036	140
AT3G44820.1	74826	661
AT3G10585.1	20032	172
AT3G10580.1	32739	287
AT3G10580.2	29279	256
AT3G44760.1	22064	189
AT3G44755.1	15944	149
AT3G10550.1	70160	634
AT3G44750.1	26372	245
AT3G44770.1	58452	505
AT3G10560.1	58049	514
AT3G44790.1	37263	324
AT3G10390.1	86038	789
AT3G10572.1	37467	333
AT3G10570.1	58230	513
AT3G44785.1	8742	75
AT3G44780.1	24003	207
AT3G16300.1	23110	212
AT3G49620.1	40697	357
AT3G49610.1	38509	334
AT3G55890.1	13593	121
AT3G21260.1	16400	144
AT3G21260.2	17058	149
AT3G27010.1	33391	314
AT3G55880.2	24234	215
AT3G55880.1	22089	198
AT3G21250.1	143448	1294
AT3G27020.1	73574	676
AT3G21240.1	60843	556
AT3G55870.1	55368	492
AT3G55860.1	20066	180
AT3G21270.1	22530	204
AT3G27025.1	34033	299
AT3G21310.1	44278	383
AT3G27050.1	20612	182
AT3G21300.1	61733	554
AT3G27040.1	41266	358
AT3G21290.1	130752	1192
AT3G55900.1	12432	107
AT3G21280.1	59833	532
AT3G27030.1	15382	142
AT3G27060.1	38035	332
AT3G21230.1	62560	570
AT3G21220.1	38329	348
AT3G61750.1	44466	398
AT3G26935.1	49917	443
AT3G55800.1	42415	393
AT3G26932.1	40074	359
AT3G26932.2	40074	359
AT3G55790.1	10862	103
AT3G26940.1	48508	432
AT3G26930.1	47008	409
AT3G61740.1	115689	1018
AT3G61740.2	111543	982
AT3G55850.1	62928	576
AT3G55850.2	63770	583
AT3G61760.1	68085	610
AT3G26960.1	19279	174
AT3G55840.1	48788	428
AT3G55830.1	38300	334
AT3G55820.1	22851	204
AT3G55810.1	52908	492
AT3G27000.1	44357	389
AT3G26950.1	61036	548
AT3G26980.1	13452	120
AT3G26990.1	56463	513
AT3G55780.1	48371	429
AT3G27070.1	21305	188
AT3G27090.1	33837	296
AT3G27170.1	85459	780
AT3G27160.1	20912	183
AT3G27150.1	47183	422
AT3G21410.1	47276	410
AT3G27140.1	26567	245
AT3G27180.1	57846	518
AT3G27130.1	40250	366
AT3G21400.1	21070	188
AT3G21390.1	36560	335
AT3G56010.1	21921	201
AT3G56030.1	39659	351
AT3G21450.1	30490	270
AT3G56060.1	63358	577
AT3G21430.2	128185	1138
AT3G56050.1	55232	499
AT3G56050.2	55232	499
AT3G56020.1	3428	25
AT3G56040.1	99044	883
AT3G21420.1	41689	364
AT3G27080.1	22566	202
AT3G27120.1	52520	476
AT3G27110.1	37949	344
AT3G27110.2	37949	344
AT3G21330.1	41322	373
AT3G55950.1	87682	814
AT3G21320.1	60193	540
AT3G55940.1	66462	584
AT3G55930.1	50737	437
AT3G55960.1	34514	305
AT3G55910.1	10863	93
AT3G55920.1	24506	228
AT3G21380.1	49724	460
AT3G21340.1	98132	880
AT3G21350.1	28800	257
AT3G56000.1	61484	535
AT3G21370.1	60015	527
AT3G27100.1	13107	115
AT3G55990.1	56696	487
AT3G21360.1	37212	330
AT3G55970.1	41443	363
AT3G55980.1	64059	580
AT3G55770.1	21664	199
AT3G55770.2	21664	199
AT3G55770.3	21664	199
AT3G55770.4	21664	199
AT3G55770.5	21664	199
AT3G61730.1	39751	354
AT3G55760.1	65573	578
AT3G55760.2	65573	578
AT3G61600.1	63066	561
AT3G61600.2	63152	561
AT3G26770.1	31784	306
AT3G55600.1	26837	240
AT3G26760.1	31700	300
AT3G61590.1	46972	411
AT3G55605.1	29013	258
AT3G61580.1	51676	449
AT3G55590.1	39809	364
AT3G61570.1	81724	712
AT3G61610.1	35942	317
AT3G26830.1	56062	490
AT3G26820.1	71813	634
AT3G26810.1	64606	575
AT3G61620.1	26552	241
AT3G26780.1	44322	399
AT3G26790.1	35616	313
AT3G26800.1	22299	201
AT3G04990.1	26309	227
AT3G55580.1	51407	488
AT3G55570.1	12719	109
AT3G04900.1	23043	208
AT3G04890.1	24432	216
AT3G26750.1	57936	526
AT3G26744.1	53540	494
AT3G26744.2	53540	494
AT3G26744.4	53540	494
AT3G26740.1	15314	141
AT3G04910.1	80208	700
AT3G04910.2	77790	677
AT3G26730.1	85233	772
AT3G61550.1	23224	212
AT3G61560.1	28816	253
AT3G61560.2	29785	264
AT3G04920.1	15372	133
AT3G04940.1	34295	324
AT3G55560.1	32603	310
AT3G55550.1	76183	684
AT3G55540.1	38117	334
AT3G04980.1	129905	1165
AT3G04970.1	44946	397
AT3G04970.2	36004	316
AT3G04930.1	49708	456
AT3G04950.1	25611	231
AT3G04960.1	65074	556
AT3G04960.2	58859	504
AT3G04960.3	70541	605
AT3G05000.1	19573	173
AT3G05010.1	34063	300
AT3G05020.1	15055	137
AT3G61710.1	58504	517
AT3G61710.2	43753	386
AT3G61710.3	36366	318
AT3G26870.1	15393	130
AT3G61700.1	39235	359
AT3G61700.2	39815	364
AT3G26860.1	10764	95
AT3G61690.1	144860	1303
AT3G26880.1	15504	133
AT3G55700.1	52162	460
AT3G26855.1	18481	163
AT3G61680.1	71736	649
AT3G26890.1	70595	649
AT3G26890.2	70595	649
AT3G26890.3	70595	649
AT3G26910.1	67588	608
AT3G26910.2	68221	614
AT3G55750.1	12785	111
AT3G61720.1	90769	795
AT3G55740.1	48086	439
AT3G55740.2	41938	383
AT3G55730.1	43537	399
AT3G55720.1	48119	438
AT3G26900.1	30474	280
AT3G26920.1	64514	565
AT3G55710.1	52137	464
AT3G26850.1	29575	265
AT3G26850.2	29575	265
AT3G55690.1	32106	293
AT3G61670.1	87377	790
AT3G55610.1	78872	726
AT3G05080.1	4068	35
AT3G05070.1	16397	144
AT3G05060.1	59004	533
AT3G05050.1	66706	593
AT3G55620.1	26482	245
AT3G05030.1	60524	546
AT3G05030.2	46919	421
AT3G05040.1	133130	1202
AT3G55630.1	52605	470
AT3G55630.3	55168	492
AT3G55630.2	55069	491
AT3G55640.1	36238	332
AT3G61630.1	35574	315
AT3G61660.1	14475	129
AT3G55680.1	20859	183
AT3G26840.1	78610	701
AT3G27190.1	54211	483
AT3G55670.1	25389	218
AT3G55660.1	64288	579
AT3G61650.1	53247	474
AT3G55650.1	54983	510
AT3G61640.1	7699	74
AT3G21465.1	44065	388
AT3G21465.2	35716	312
AT3G56070.1	18921	176
AT3G56070.2	18921	176
AT3G27200.1	18023	174
AT3G49420.1	15986	140
AT3G49410.1	65651	574
AT3G49400.1	99717	892
AT3G49390.1	38738	353
AT3G49390.2	38738	353
AT3G49380.1	40766	352
AT3G16130.1	65947	576
AT3G49360.1	28863	259
AT3G49370.1	66372	594
AT3G49350.1	61791	539
AT3G49430.1	33600	300
AT3G49430.2	33463	297
AT3G16150.1	34342	325
AT3G16180.1	65334	591
AT3G21910.1	30998	278
AT3G16175.1	16704	157
AT3G21900.1	28106	250
AT3G16170.1	60063	544
AT3G16140.1	15217	145
AT3G16160.1	41200	368
AT3G21890.1	13660	121
AT3G21920.1	31777	278
AT3G49340.1	37688	341
AT3G21870.1	23446	210
AT3G16070.1	17594	150
AT3G21810.1	50520	437
AT3G16060.1	76773	684
AT3G16050.1	33836	314
AT3G16040.1	7107	64
AT3G21820.1	52803	473
AT3G16030.1	96286	850
AT3G49330.1	21308	186
AT3G21880.1	40471	364
AT3G16080.1	10772	95
AT3G16090.1	56037	492
AT3G21865.1	31399	283
AT3G16120.1	10495	93
AT3G21860.1	17573	152
AT3G16110.1	59571	534
AT3G21850.1	17439	153
AT3G21830.1	17493	152
AT3G21840.1	14455	125
AT3G16100.1	22966	206
AT3G16190.1	21858	196
AT3G21930.1	34418	300
AT3G16200.1	52165	456
AT3G16290.1	99866	876
AT3G21990.1	28931	256
AT3G16280.1	26205	236
AT3G21980.1	25220	225
AT3G22000.1	30983	273
AT3G21970.1	30332	264
AT3G16270.1	74893	690
AT3G22010.1	30112	263
AT3G22030.1	28286	253
AT3G49600.1	119935	1067
AT3G49590.2	66565	603
AT3G49590.1	66565	603
AT3G49580.1	10781	94
AT3G49570.1	11178	97
AT3G49560.1	27983	261
AT3G22020.1	24901	223
AT3G49540.1	17373	166
AT3G49550.1	16477	147
AT3G16260.1	104728	942
AT3G21960.1	29619	262
AT3G16250.1	22419	204
AT3G49440.1	23795	200
AT3G21950.1	38604	335
AT3G21940.1	30766	275
AT3G49450.1	45433	397
AT3G16210.1	42403	360
AT3G49460.1	5054	46
AT3G49470.1	23712	217
AT3G49480.1	35861	309
AT3G49530.1	52494	469
AT3G16230.1	50079	449
AT3G16240.1	25027	250
AT3G49320.1	40692	354
AT3G16220.1	29478	257
AT3G49510.1	76913	662
AT3G49520.1	45011	388
AT3G49490.1	105346	953
AT3G49500.1	136930	1196
AT3G10880.1	36593	319
AT3G49310.1	50880	460
AT3G49305.1	8541	78
AT3G21560.1	55800	496
AT3G27300.1	59158	516
AT3G27300.2	59158	516
AT3G27300.3	59158	516
AT3G56160.1	46531	436
AT3G21550.1	20167	184
AT3G27290.1	43125	382
AT3G56170.1	36135	323
AT3G21540.1	106067	955
AT3G56150.1	102950	900
AT3G56140.1	82253	745
AT3G27310.1	28502	251
AT3G27320.1	50532	460
AT3G27320.2	47183	428
AT3G27340.1	16083	141
AT3G27340.2	10528	96
AT3G27340.3	15087	133
AT3G27330.1	104143	913
AT3G21600.1	40455	374
AT3G21600.2	32598	299
AT3G21590.1	21240	198
AT3G21570.1	15562	136
AT3G21580.1	22876	205
AT3G21580.2	42116	384
AT3G27325.1	116149	1048
AT3G27350.1	31688	274
AT3G21530.1	52026	458
AT3G21520.1	22058	207
AT3G27240.1	33651	307
AT3G21490.1	15807	136
AT3G27230.1	45862	410
AT3G21480.1	115951	1041
AT3G27220.1	48496	426
AT3G21500.2	68315	629
AT3G21500.1	68258	628
AT3G27210.1	26001	234
AT3G21470.1	49279	442
AT3G56130.1	29577	281
AT3G56130.2	21781	205
AT3G56130.3	20741	194
AT3G27250.1	31349	282
AT3G27270.1	27778	249
AT3G56120.1	52915	468
AT3G21510.1	17615	154
AT3G56110.1	22619	209
AT3G56100.1	77331	719
AT3G56090.1	28837	259
AT3G27260.1	90234	813
AT3G27280.2	30638	279
AT3G27280.1	30638	279
AT3G56080.1	41108	357
AT3G56180.1	23168	204
AT3G56190.1	32755	289
AT3G56190.2	27250	240
AT3G56200.1	47105	435
AT3G21750.1	52667	473
AT3G56330.1	48473	433
AT3G21740.1	38544	337
AT3G56320.1	66963	603
AT3G21730.1	18035	160
AT3G21730.2	17631	156
AT3G21760.1	54343	485
AT3G21720.1	64245	576
AT3G56310.2	45638	413
AT3G56310.1	48363	437
AT3G56300.1	55351	489
AT3G56340.1	14628	130
AT3G21780.1	48585	431
AT3G49300.1	9382	86
AT3G49290.1	35778	312
AT3G49290.2	35778	312
AT3G49280.1	20675	176
AT3G49270.1	16922	148
AT3G49270.2	16922	148
AT3G49270.3	17434	152
AT3G49260.1	52095	471
AT3G49260.2	52095	471
AT3G21770.1	35789	329
AT3G21790.1	55629	495
AT3G21800.1	53685	480
AT3G21710.1	19744	175
AT3G21710.2	23691	211
AT3G56290.1	19923	173
AT3G56240.1	12971	121
AT3G21630.1	67316	617
AT3G56230.1	31764	282
AT3G21620.1	86688	756
AT3G56220.1	17308	156
AT3G21640.1	41806	365
AT3G56210.1	21287	191
AT3G56210.2	21287	191
AT3G56210.4	21287	191
AT3G21610.1	18471	174
AT3G21610.2	12983	122
AT3G56250.1	24299	222
AT3G21650.1	61731	546
AT3G56260.1	19225	176
AT3G21700.3	32865	292
AT3G21700.1	32808	291
AT3G21700.2	27936	248
AT3G49307.1	8657	76
AT3G21690.1	54952	506
AT3G21670.1	65247	590
AT3G21680.1	13673	119
AT3G21660.1	47951	435
AT3G56270.1	51240	446
AT3G05230.1	19019	167
AT3G05230.2	15354	136
AT3G10890.1	46462	414
AT3G16830.1	124761	1131
AT3G22650.1	43393	372
AT3G16820.1	36590	313
AT3G22640.1	55064	486
AT3G16810.1	71605	641
AT3G22660.1	33206	293
AT3G16800.2	38601	351
AT3G16800.1	38601	351
AT3G16800.3	34261	315
AT3G22630.1	22541	204
AT3G22620.1	20779	203
AT3G22670.1	64011	562
AT3G22690.1	108023	978
AT3G50310.1	37553	342
AT3G50300.1	50250	448
AT3G50280.1	49961	443
AT3G22680.1	18692	163
AT3G50260.1	17008	153
AT3G50270.1	49806	450
AT3G50320.1	16107	144
AT3G22600.1	17306	170
AT3G22590.1	47544	415
AT3G50180.1	67633	588
AT3G50170.1	63147	541
AT3G50170.2	49956	427
AT3G22580.1	14021	127
AT3G22570.1	12580	116
AT3G22560.1	19962	175
AT3G50190.1	58426	493
AT3G57230.1	27429	240
AT3G57230.2	27233	239
AT3G16785.1	124506	1096
AT3G50200.1	26698	231
AT3G50220.1	35807	322
AT3G16780.1	24330	209
AT3G16770.1	27758	248
AT3G16760.2	46610	456
AT3G16760.1	48829	475
AT3G50250.1	16012	148
AT3G16750.1	22189	194
AT3G50210.2	27878	250
AT3G50210.1	37222	332
AT3G50210.3	37222	332
AT3G50230.1	72762	660
AT3G50240.1	118763	1051
AT3G22550.1	29640	267
AT3G50330.1	25685	231
AT3G50340.1	44303	403
AT3G50420.1	88518	794
AT3G16910.1	62957	569
AT3G50410.1	26382	253
AT3G50400.1	41499	374
AT3G50390.1	51201	469
AT3G16920.1	38447	348
AT3G50380.1	343696	3071
AT3G50373.1	17116	148
AT3G16930.1	7474	69
AT3G22800.1	52335	470
AT3G16980.1	13276	114
AT3G22830.1	46736	406
AT3G16970.1	16227	140
AT3G22820.1	11505	107
AT3G16960.1	12666	114
AT3G16940.1	96918	852
AT3G16950.1	60757	570
AT3G16950.2	66662	623
AT3G22810.1	51267	472
AT3G16840.1	93987	826
AT3G50370.1	239377	2183
AT3G50350.1	19971	181
AT3G22720.1	44462	378
AT3G16870.1	20610	190
AT3G22710.1	38936	326
AT3G16860.1	72024	653
AT3G22700.1	40081	338
AT3G16880.1	42337	365
AT3G16850.1	49125	455
AT3G16857.1	72912	669
AT3G16857.2	75178	690
AT3G50360.1	19409	169
AT3G22730.1	42891	372
AT3G22740.1	37882	347
AT3G22790.1	195146	1694
AT3G22780.1	76277	695
AT3G22770.1	37875	327
AT3G22760.1	66655	609
AT3G16900.1	20978	185
AT3G16890.1	74259	659
AT3G16895.1	9058	83
AT3G22750.1	42715	378
AT3G57220.1	47176	426
AT3G22540.1	12511	110
AT3G57210.1	12537	109
AT3G28155.1	11423	102
AT3G28150.1	47973	414
AT3G28140.1	20637	184
AT3G28140.2	18705	168
AT3G22330.1	65360	616
AT3G56970.1	28714	253
AT3G22320.1	24302	205
AT3G28130.1	29438	269
AT3G28130.2	38687	355
AT3G28120.1	4897	41
AT3G56980.1	29004	258
AT3G22350.1	44246	378
AT3G57020.1	41458	370
AT3G57020.2	40026	356
AT3G22380.1	164457	1550
AT3G57010.1	41980	376
AT3G22370.1	39980	354
AT3G57000.1	33830	298
AT3G56990.1	79667	711
AT3G22360.1	37433	325
AT3G22310.1	63610	610
AT3G22300.1	27088	241
AT3G56930.1	54778	477
AT3G56920.1	38669	338
AT3G56910.1	16362	148
AT3G56900.1	48486	447
AT3G22240.1	6002	52
AT3G28050.1	40057	367
AT3G28060.1	23472	215
AT3G28110.1	40096	354
AT3G56940.1	47631	409
AT3G22260.1	27734	240
AT3G22260.2	28228	245
AT3G28100.1	38561	353
AT3G56960.1	89239	779
AT3G22290.1	40093	354
AT3G28080.1	39242	358
AT3G28080.2	38335	350
AT3G22270.1	85647	782
AT3G22250.1	52146	461
AT3G56950.1	25945	237
AT3G28070.1	39532	360
AT3G28070.2	29661	268
AT3G28070.3	34687	316
AT3G22400.1	101061	886
AT3G57030.1	41002	374
AT3G22490.1	26744	262
AT3G22480.2	16526	148
AT3G22480.1	16526	148
AT3G22470.1	69105	619
AT3G22460.1	19638	188
AT3G57130.1	51786	467
AT3G57140.1	89935	801
AT3G57140.2	89935	801
AT3G22450.1	35725	311
AT3G57120.1	50510	456
AT3G57110.1	14687	136
AT3G57150.1	63027	565
AT3G57170.1	63247	560
AT3G22530.1	22118	198
AT3G57200.1	58425	514
AT3G22520.1	67571	600
AT3G57190.1	45969	406
AT3G22510.1	13904	124
AT3G57160.1	13242	115
AT3G22500.1	26779	256
AT3G57180.1	71510	644
AT3G22440.1	59230	532
AT3G57100.1	40995	359
AT3G22435.1	20526	183
AT3G22421.1	49776	426
AT3G28190.1	13210	112
AT3G22420.1	65327	568
AT3G22420.2	71978	627
AT3G28180.1	77516	673
AT3G22415.1	7943	67
AT3G28200.1	35303	316
AT3G22410.1	45277	400
AT3G28170.1	23142	207
AT3G28210.1	20665	186
AT3G28220.1	42887	370
AT3G28230.1	20182	173
AT3G57080.1	25586	222
AT3G22430.1	38455	342
AT3G57090.1	18699	170
AT3G22840.1	20325	195
AT3G22425.1	28691	264
AT3G22425.2	29225	270
AT3G57060.1	155676	1396
AT3G57070.1	45719	417
AT3G57040.1	26089	234
AT3G57050.1	50430	464
AT3G57050.3	41292	378
AT3G57050.2	48829	449
AT3G16990.1	25070	221
AT3G22845.1	24282	214
AT3G17000.1	34322	309
AT3G17380.1	35127	309
AT3G17370.1	23905	212
AT3G17365.1	27352	239
AT3G17360.1	233882	2066
AT3G50840.1	64301	569
AT3G17390.1	42796	393
AT3G50830.1	22755	203
AT3G17350.1	31217	278
AT3G50820.1	35019	331
AT3G17400.1	21344	185
AT3G17420.1	52806	467
AT3G45180.1	8621	73
AT3G50850.1	27911	251
AT3G45170.1	23175	204
AT3G45160.1	9984	91
AT3G45150.1	17998	165
AT3G17410.1	39563	364
AT3G17430.1	41702	375
AT3G45140.1	102047	896
AT3G50860.1	18729	166
AT3G50810.1	26225	235
AT3G50800.1	16279	152
AT3G17330.1	65650	595
AT3G17330.2	54415	493
AT3G17320.1	47290	409
AT3G17310.2	79732	710
AT3G17310.1	79732	710
AT3G17300.1	10431	91
AT3G17300.2	8483	74
AT3G17340.1	121354	1090
AT3G17270.1	15483	134
AT3G17280.1	43944	386
AT3G45130.1	86519	756
AT3G45080.1	38070	329
AT3G50760.1	38775	341
AT3G45120.1	11884	106
AT3G50790.1	45171	408
AT3G45110.1	13376	120
AT3G50780.1	58482	520
AT3G45100.1	50425	447
AT3G45100.2	50425	447
AT3G45090.2	78169	698
AT3G45090.1	80249	717
AT3G50770.1	23045	205
AT3G45190.1	92233	830
AT3G50870.1	31832	295
AT3G45200.1	34551	300
AT3G45280.1	30285	267
AT3G50980.1	13435	128
AT3G50970.1	20910	193
AT3G45260.1	49941	446
AT3G50990.1	38237	344
AT3G50960.1	26263	230
AT3G50950.2	97041	852
AT3G50950.1	97041	852
AT3G45290.1	58563	508
AT3G45300.1	44774	409
AT3G17540.1	46557	396
AT3G17530.1	44152	388
AT3G51040.1	26162	231
AT3G51040.2	26162	231
AT3G51040.3	26162	231
AT3G17520.1	32559	298
AT3G51030.1	12673	114
AT3G51000.1	36702	323
AT3G51010.1	21529	188
AT3G51020.1	15108	133
AT3G45240.1	44573	396
AT3G45240.2	44573	396
AT3G50910.1	49637	447
AT3G45230.1	17945	175
AT3G50900.1	12923	114
AT3G45220.1	44170	393
AT3G50890.1	28658	249
AT3G50920.1	30596	279
AT3G50920.2	25041	228
AT3G50880.1	30292	273
AT3G45210.1	16798	148
AT3G50930.1	66137	576
AT3G17440.1	30414	269
AT3G17440.2	24538	216
AT3G50940.1	51470	451
AT3G17490.1	46171	388
AT3G17500.1	51351	438
AT3G17510.2	40680	364
AT3G17510.1	49934	444
AT3G17265.1	39725	345
AT3G17480.1	43313	373
AT3G17465.1	35404	324
AT3G17470.1	66579	583
AT3G17450.1	100527	877
AT3G17460.1	21644	198
AT3G28040.1	111934	1016
AT3G50750.1	30112	276
AT3G17100.1	25312	230
AT3G17100.2	25312	230
AT3G22930.1	20071	173
AT3G17090.1	42490	384
AT3G17090.2	34634	316
AT3G22920.1	26045	232
AT3G17080.1	15641	134
AT3G22940.1	47632	412
AT3G17070.1	36807	339
AT3G22910.1	112529	1017
AT3G22900.1	19850	174
AT3G22942.1	11139	100
AT3G22950.1	20549	183
AT3G50590.1	175444	1606
AT3G50580.1	27207	250
AT3G50570.1	20559	189
AT3G50560.1	29347	272
AT3G50550.1	10896	95
AT3G50550.2	5557	47
AT3G50530.1	66992	601
AT3G50540.1	5191	49
AT3G50610.1	24705	229
AT3G17060.1	38812	344
AT3G50460.1	23442	205
AT3G50450.1	22345	189
AT3G50440.1	32971	288
AT3G50430.1	74015	642
AT3G22870.1	48526	413
AT3G50470.1	24690	213
AT3G22850.1	27107	248
AT3G22860.1	91214	800
AT3G22890.1	51460	463
AT3G50480.1	23390	200
AT3G50500.1	41207	362
AT3G22880.1	37514	344
AT3G17040.1	73471	652
AT3G17030.1	71916	648
AT3G17020.1	17776	163
AT3G50520.1	25979	230
AT3G50510.1	22465	198
AT3G17010.1	35287	302
AT3G50620.1	39066	340
AT3G45000.1	22037	200
AT3G44990.1	33541	293
AT3G44980.1	19439	170
AT3G17250.1	47599	422
AT3G17240.1	53987	507
AT3G17240.2	13729	127
AT3G17240.3	53987	507
AT3G45010.1	56896	510
AT3G17225.1	20299	185
AT3G17230.1	38501	351
AT3G17220.1	18367	173
AT3G50710.1	49870	427
AT3G50720.1	43105	377
AT3G45070.1	37502	323
AT3G45060.1	58638	542
AT3G50740.1	53363	487
AT3G45050.1	13751	130
AT3G45050.2	16747	158
AT3G45050.4	16747	158
AT3G45050.3	16747	158
AT3G45040.1	63137	569
AT3G45020.1	14980	133
AT3G45030.1	13878	124
AT3G50730.1	42329	370
AT3G17210.1	12184	109
